Numero,Nimi,Valmistaja,Pullokoko,Hinta,Litrahinta,Uutuus,Hinnastojärjestyskoodi,Tyyppi,Alatyyppi,Erityisryhmä,Oluttyyppi,Valmistusmaa,Alue,Vuosikerta,Etikettimerkintöjä,Huomautus,Rypäleet,Luonnehdinta,Pakkaustyyppi,Suljentatyyppi,Alkoholi-%,"Hapot g/l","Sokeri g/l",Kantavierrep-%,"Väri EBC","Katkerot EBU","Energia kcal/100 ml",Valikoima,EAN
739926,"Laitilan Kukko Tuima tölkki","Laitilan Wirvoitusjuomatehdas","0.5 l",3.99,7.68,,600,oluet,"Vahva lager",,"vahva lager",Suomi,,,,Gluteeniton,,"Meripihkankeltainen, täyteläinen, keskiasteisesti humaloitu, hunajamaltainen, muroinen, makean hedelmäinen, kypsän sitruksinen, tasapainoinen",tölkki,metallipakkaus,8.5,,,19,,32.0,70.0,vakiovalikoima,6418654004987
775734,"Laitilan Kukko Tuima tölkki","Laitilan Wirvoitusjuomatehdas","0.33 l",2.77,7.94,,600,oluet,"Vahva lager",,"vahva lager",Suomi,,,,Gluteeniton,,"Meripihkankeltainen, täyteläinen, keskiasteisesti humaloitu, hunajamaltainen, muroinen, makean hedelmäinen, kypsän sitruksinen, tasapainoinen",tölkki,metallipakkaus,8.5,,,19,,24.0,70.0,vakiovalikoima,6418654003447
747088,"Laitilan Kukko Vahva Pils 12-pack tölkki","Laitilan Wirvoitusjuomatehdas","3.96 l",23.40,5.45,,600,oluet,Pils,,pils,Suomi,,,,Gluteeniton,,"Vaaleankeltainen, keskitäyteläinen, keskiasteisesti humaloitu, mallaskeksinen, kevyen sitruksinen, yrttinen",tölkki,metallipakkaus,5.5,,,13,,30.0,50.0,vakiovalikoima,6418654204356
747084,"Laitilan Kukko Vahva Pils tölkki","Laitilan Wirvoitusjuomatehdas","0.33 l",1.95,5.45,,600,oluet,Pils,,pils,Suomi,,,,Gluteeniton,,"Vaaleankeltainen, keskitäyteläinen, keskiasteisesti humaloitu, mallaskeksinen, kevyen sitruksinen, yrttinen",tölkki,metallipakkaus,5.5,,,13,,30.0,50.0,vakiovalikoima,6418654011879
922496,"Laitilan Lakritsi Portteri","Laitilan Wirvoitusjuomatehdas Oy","0.33 l",3.49,10.27,,600,oluet,"Stout & Porter",,"stout & porter",Suomi,,,,,,"Musta, täyteläinen, miedosti humaloitu, mausteinen, paahteinen",pullo,"muu suljenta",5.4,,,15,,23.0,60.0,vakiovalikoima,6418654003638
776156,"Lammin Sahti","Lammin Sahti","0.5 l",10.15,20.3,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,"Rajallinen säilyvyys",,"Ruskea, täyteläinen, samea, hedelmäinen, savuinen",pullo,patenttikorkki,7.5,,,,,,,tilausvalikoima,6416184095765
795688,"Lapin Kulta A 8-pack tölkki",Hartwall,"2.64 l",15.92,5.58,,600,oluet,Lager,,lager,Suomi,,,,,,"Keltainen, keskitäyteläinen, keskiasteisesti humaloitu, maltainen, pähkinäinen, kevyen yrttinen",tölkki,metallipakkaus,5.2,,,11,,16.0,40.0,vakiovalikoima,6413605006836
795646,"Lapin Kulta A tölkki",Hartwall,"0.5 l",3.25,6.2,,600,oluet,Lager,,lager,Suomi,,,,,,"Keltainen, keskitäyteläinen, keskiasteisesti humaloitu, maltainen, pähkinäinen, kevyen yrttinen",tölkki,metallipakkaus,5.2,,,11,,16.0,40.0,vakiovalikoima,6413600090113
795674,"Lapin Kulta A tölkki",Hartwall,"0.33 l",1.99,5.58,,600,oluet,Lager,,lager,Suomi,,,,,,"Keltainen, keskitäyteläinen, keskiasteisesti humaloitu, maltainen, pähkinäinen, kevyen yrttinen",tölkki,metallipakkaus,5.2,,,11,,16.0,40.0,vakiovalikoima,6413600006794
766884,"Lapin Kulta Pure 2,7% tölkki","Oy Hartwall Ab","0.33 l",1.55,4.24,,600,oluet,Lager,Luomu,lager,Suomi,,,,Matala-alkoholinen,,"Kullankeltainen, kevyt, miedosti humaloitu, viljainen, ruohoinen, keksinen",tölkki,metallipakkaus,2.7,,,6,,9.0,30.0,vakiovalikoima,6413600173106
901993,"Lapin Kulta Pure Luomu tölkki",Hartwall,"0.5 l",3.35,6.4,,600,oluet,Lager,Luomu,lager,Suomi,,,,Gluteeniton,,"Kullankeltainen, keskitäyteläinen, keskiasteisesti humaloitu, maltainen, yrttinen",tölkki,metallipakkaus,4.5,,,10,,12.0,40.0,vakiovalikoima,6413600140931
913044,"Lapin Riski Amber Lager","Lapin Panimo","0.33 l",5.79,17.24,,600,oluet,"Vahva lager",,"vahva lager",Suomi,,,,"Vegaaneille soveltuva tuote",,"Meripihkanruskea, täyteläinen, keskiasteisesti humaloitu, ruisleipäinen, greippinen, yrttinen",pullo,kruunukorkki,6.5,,,13,,35.0,50.0,vakiovalikoima,6430063530437
716794,"Maku Brewing IPA tölkki","Maku Brewing","0.33 l",3.99,11.64,,600,oluet,,"Vegaaneille soveltuva tuote",ipa,Suomi,,,,"Gluteeniton. Vegaaneille soveltuva tuote",,"Pähkinänruskea, täyteläinen, voimakkaasti humaloitu, samea, karamellimaltainen, greippinen, kuivatun aprikoosinen, hennon havuinen, yrttinen",tölkki,metallipakkaus,7.3,,,16,,70.0,60.0,vakiovalikoima,6430055380613
777764,"Maku Brewing West Coast IPA tölkki","Maku Brewing","0.33 l",3.99,11.64,,600,oluet,,"Vegaaneille soveltuva tuote",ipa,Suomi,,,,"Gluteeniton. Vegaaneille soveltuva tuote",,"Meripihkankeltainen, täyteläinen, erittäin voimakkaasti humaloitu, maltainen, havuinen, kevyen greippinen, tasapainoinen",tölkki,metallipakkaus,6.0,,,14,,75.0,50.0,vakiovalikoima,6430055383379
915773,"Maku Brewing x Teeling Whiskey Sauhu","Maku Brewing","0.33 l",14.99,45.42,,600,oluet,"Stout & Porter",,"stout & porter",Suomi,,,,"Saattaa sisältää sakkaa",,"Mustanruskea, täyteläinen, voimakkaasti humaloitu, samea, paahteinen, savuinen, tummasuklainen",pullo,kruunukorkki,10.0,,,24,,36.0,90.0,tilausvalikoima,6430055386011
732504,"Maku Festbier Märzen tölkki","Maku Brewing","0.33 l",3.55,10.3,,600,oluet,Lager,,lager,Suomi,,,,"Saattaa sisältää sakkaa",,"Kullankeltainen, keskitäyteläinen, keskiasteisesti humaloitu, samea, keksinen, viljainen",tölkki,metallipakkaus,5.7,,,12,,17.0,50.0,erikoiserä,6430055387155
716274,"Maku Härkönen Papu NEIPA tölkki","Maku Brewing","0.33 l",3.99,11.64,,600,oluet,,"Vegaaneille soveltuva tuote",ipa,Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Kullanruskea, täyteläinen, voimakkaasti humaloitu, samea, hunajamaltainen, kuivahedelmäinen, sitruksinen, yrttinen, kevyen kinuskinen",tölkki,metallipakkaus,6.5,,,16,,53.0,60.0,erikoiserä,6430055386493
954368,"Maku Imperial Stout 10,0% tölkki","Maku Brewing","0.33 l",6.88,20.39,,600,oluet,"Stout & Porter","Vegaaneille soveltuva tuote","stout & porter",Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Mustanruskea, täyteläinen, keskiasteisesti humaloitu, samea, espressomainen, tummasuklainen, paahtomaltainen",tölkki,metallipakkaus,10.0,,,24,,42.0,90.0,tilausvalikoima,6430055386349
903211,"Maku Imperial Stout tölkki","Maku Brewing","0.33 l",6.47,19.61,,600,oluet,"Stout & Porter",,"stout & porter",Suomi,,,,,,"Musta, erittäin täyteläinen, voimakkaasti humaloitu, kahvinen, paahteinen, tummasuklainen",tölkki,metallipakkaus,10.0,,,21,,45.0,80.0,tilausvalikoima,6430055382808
932265,"Maku Kymppi IPAIPAIPA tölkki","Maku Brewing","0.33 l",7.97,23.7,,600,oluet,,"Vegaaneille soveltuva tuote",ipa,Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Keltaruskea, täyteläinen, keskiasteisesti humaloitu, samea, maltainen, aromikas",tölkki,metallipakkaus,10.0,,,22,,69.0,80.0,tilausvalikoima,6430055387001
758584,"Maku Nektari NEIPA tölkki","Maku Brewing","0.33 l",3.19,9.21,,600,oluet,,"Vegaaneille soveltuva tuote",ipa,Suomi,,,,"Sisältää sakkaa. Vegaaneille soveltuva tuote",,"Keltainen, keskitäyteläinen, voimakkaasti humaloitu, samea, maltainen, trooppisen hedelmäinen, greippinen, yrttinen",tölkki,metallipakkaus,6.2,,,14,,78.0,60.0,kausituote,6430055386769
706634,"Maku Vallankumous NEDIPA tölkki","Maku Brewing","0.33 l",4.55,13.33,,600,oluet,,,ipa,Suomi,,,,"Sisältää sakkaa",,"Keltainen, täyteläinen, voimakkaasti humaloitu, samea, maltainen, hedelmäinen, greippinen, sitruksinen, yrttinen",tölkki,metallipakkaus,8.0,,,17,,90.0,70.0,erikoiserä,6430055387018
735805,"Mallaskoski Baijermeijer Bock tölkki","Mallaskosken Panimo","0.44 l",3.65,7.95,,600,oluet,"Vahva lager","Vegaaneille soveltuva tuote","vahva lager",Suomi,,,,"Vegaaneille soveltuva tuote",,"Kastanjanruskea, täyteläinen, keskiasteisesti humaloitu, maltainen, luumuinen, kevyen siirappinen, hennon paahteinen",tölkki,metallipakkaus,6.5,,,16,,24.0,60.0,vakiovalikoima,6430075303197
711774,"Mallaskoski Barley Wine","Mallaskosken panimo","0.33 l",6.07,18.09,,600,oluet,Erikoisuus,"Vegaaneille soveltuva tuote",erikoisuus,Suomi,,,,"Sisältää sakkaa. Vegaaneille soveltuva tuote",,"Kastanjanruskea, erittäin täyteläinen, voimakkaasti humaloitu, maltainen, pähkinäinen, kuivahedelmäinen, siirappinen, hennon salmiakkinen",pullo,kruunukorkki,12.0,,,26,,46.0,100.0,vakiovalikoima,6430075300660
797014,"Mallaskoski Black Imperial Rye","Mallaskosken Panimo","0.33 l",6.05,18.03,,600,oluet,"Stout & Porter",,"stout & porter",Suomi,,,,"Saattaa sisältää sakkaa",,"Ruskeanmusta, erittäin täyteläinen, keskiasteisesti humaloitu, paahtomaltainen, ruisleipäinen, tummasuklainen, pähkinäinen, siirappinen",pullo,kruunukorkki,11.4,,,25,,30.0,90.0,vakiovalikoima,6430024995541
938401,"Mallaskoski Black Stout","Mallaskosken Panimo","0.33 l",6.06,18.36,,600,oluet,"Stout & Porter","Vegaaneille soveltuva tuote","stout & porter",Suomi,,,,"Vegaaneille soveltuva tuote",,"Musta, täyteläinen, voimakkaasti humaloitu, maltainen, mausteinen, paahteinen",pullo,kruunukorkki,10.5,,,25,,51.0,90.0,tilausvalikoima,6430075302473
719805,"Mallaskoski Blackout Baltic Porter tölkki","Mallaskosken Panimo","0.44 l",3.69,8.05,uutuus,600,oluet,"Stout & Porter","Vegaaneille soveltuva tuote","stout & porter",Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Ruskeanmusta, keskitäyteläinen, keskiasteisesti humaloitu, paahtomaltainen, suklainen, pähkinäinen, yrttinen",tölkki,metallipakkaus,5.5,,,14,,28.0,60.0,vakiovalikoima,6430075303777
914253,"Mallaskoski Blueberry Sour Ale","Mallaskosken panimo","0.33 l",4.09,12.09,,600,oluet,Erikoisuus,"Vegaaneille soveltuva tuote",erikoisuus,Suomi,,,,"Sisältää sakkaa. Vegaaneille soveltuva tuote",,"Punavioletti, keskitäyteläinen, miedosti humaloitu, aromikas, hapankirsikkainen, hedelmäinen",pullo,kruunukorkki,5.0,,,13,,11.0,50.0,tilausvalikoima,6430024998559
943656,"Mallaskoski Brick By Brick Amber Lager tölkki","Mallaskosken Panimo","0.44 l",3.49,7.59,,600,oluet,Lager,"Vegaaneille soveltuva tuote",lager,Suomi,,,,"Gluteeniton. Vegaaneille soveltuva tuote",,"Karamellinpunainen, keskitäyteläinen, keskiasteisesti humaloitu, maltainen, paahteinen, toffeinen",tölkki,metallipakkaus,5.5,,,13,,42.0,50.0,tilausvalikoima,6430075303180
924882,"Mallaskoski Cerberos Bourbon Barrel Aged Imperial Stout","Mallaskosken Panimo","0.75 l",25.26,33.68,,600,oluet,"Stout & Porter","Vegaaneille soveltuva tuote","stout & porter",Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Musta, erittäin täyteläinen, miedosti humaloitu, aromikas, mausteinen, maltainen",pullo,"muu suljenta",11.8,,,27,,23.0,100.0,tilausvalikoima,6430075302589
929616,"Mallaskoski Cerberos Bourbon Barrel Aged Imperial Stout","Mallaskosken panimo","0.33 l",6.68,19.94,,600,oluet,"Stout & Porter","Vegaaneille soveltuva tuote","stout & porter",Suomi,,,,"Sisältää sakkaa. Vegaaneille soveltuva tuote",,"Mustanruskea, erittäin täyteläinen, keskiasteisesti humaloitu, mausteinen, aromikas, maltainen",pullo,kruunukorkki,11.8,,,27,,33.0,100.0,tilausvalikoima,6430024998719
782154,"Mallaskoski Dark Double Berry Sour","Mallaskosken Panimo","0.33 l",4.41,13.06,,600,oluet,Erikoisuus,"Vegaaneille soveltuva tuote",erikoisuus,Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Punaruskea, erittäin täyteläinen, miedosti humaloitu, samea, kaurahiutaleinen, runsaan vadelmainen, mustikkainen, lakritsinen, runsas",pullo,kruunukorkki,6.5,,,16,,11.0,60.0,erikoiserä,6430075302862
796135,"Mallaskoski Double Hopnosis Double IPA tölkki","Mallaskosken Panimo","0.44 l",4.79,10.55,,600,oluet,,"Vegaaneille soveltuva tuote",ipa,Suomi,,,,"Sisältää sakkaa. Vegaaneille soveltuva tuote",,"Kullanruskea, täyteläinen, voimakkaasti humaloitu, samea, maltainen, trooppisen hedelmäinen, greippinen, kermainen, yrttinen",tölkki,metallipakkaus,7.5,,,17,,48.0,70.0,vakiovalikoima,6430075303159
923833,"Mallaskoski Feeling Blue Berry Sour tölkki","Mallaskosken Panimo","0.44 l",3.99,8.73,,600,oluet,Erikoisuus,"Vegaaneille soveltuva tuote",erikoisuus,Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Sinivioletti, keskitäyteläinen, miedosti humaloitu, hapankirsikkainen, hedelmäinen, aromikas",tölkki,metallipakkaus,5.0,,,12,,6.0,50.0,tilausvalikoima,6430075303128
708765,"Mallaskoski Foxy Gose Sour Ale tölkki","Mallaskosken Panimo","0.44 l",3.99,8.73,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,"Sisältää sakkaa. Matala-alkoholinen",,"Vaaleanpunainen, keskitäyteläinen, miedosti humaloitu, samea, maltainen, puolukkainen, kevyen pihlajanmarjainen, hennon suolainen, hapan",tölkki,metallipakkaus,4.0,,,,,,,vakiovalikoima,6430075303135
940108,"Mallaskoski Hazy Horizon NEIPA tölkki","Mallaskosken Panimo","0.44 l",3.69,8.05,,600,oluet,,"Vegaaneille soveltuva tuote",ipa,Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Kellertävä, keskitäyteläinen, voimakkaasti humaloitu, hedelmäinen, havuinen, aromikas",tölkki,metallipakkaus,5.5,,,12,,45.0,50.0,tilausvalikoima,6430075303098
925896,"Mallaskoski Hera Sherry Barrel Aged Imperial Red Ale","Mallaskosken Panimo","0.75 l",24.17,32.23,,600,oluet,Ale,"Vegaaneille soveltuva tuote",ale,Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Kuparinpunainen, erittäin täyteläinen, keskiasteisesti humaloitu, aromikas, mausteinen, toffeinen",pullo,"muu suljenta",10.5,,,23,,37.0,90.0,tilausvalikoima,6430075302947
928528,"Mallaskoski Hera Sherry Barrel Aged Imperial Red Ale","Mallaskosken Panimo","0.33 l",6.60,20.0,,600,oluet,Ale,"Vegaaneille soveltuva tuote",ale,Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Kuparinpunainen, erittäin täyteläinen, keskiasteisesti humaloitu, aromikas, toffeinen, mausteinen",pullo,kruunukorkki,10.5,,,23,,37.0,90.0,tilausvalikoima,6430075303036
900007,"Mallaskoski Imperial Red Ale","Mallaskosken Panimo","0.33 l",5.65,17.12,uutuus,600,oluet,Ale,,ale,Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Karamellinpunainen, täyteläinen, keskiasteisesti humaloitu, ei samea, hennon lakritsiarominen, mausteinen",pullo,kruunukorkki,9.0,,,23,,39.0,,tilausvalikoima,6430075302855
938552,"Mallaskoski Jeriko Cassis Wild Sour Ale","Mallaskosken Panimo","0.33 l",4.50,13.64,,600,oluet,Erikoisuus,,erikoisuus,Suomi,,,,"Saattaa sisältää sakkaa",,"Punavioletti, täyteläinen, miedosti humaloitu, samea, mustaherukkainen, yrttinen, aromikas",pullo,kruunukorkki,7.1,,,15,,7.0,60.0,tilausvalikoima,6430075302930
740704,"Mallaskoski Jeriko Wild Ale","Mallaskosken panimo","0.33 l",3.99,11.79,,600,oluet,Erikoisuus,"Vegaaneille soveltuva tuote",erikoisuus,Suomi,,,,"Sisältää sakkaa. Vegaaneille soveltuva tuote",,"Kullankeltainen, keskitäyteläinen, miedosti humaloitu, samea, viljainen, sitruksinen, nokkosinen, viheromenainen, hapan",pullo,kruunukorkki,5.6,,,12,,10.0,50.0,vakiovalikoima,6430075300172
951344,"Mallaskoski Kronos Rum Barrel Aged Barley Wine","Mallaskosken Panimo","0.33 l",6.87,20.52,uutuus,600,oluet,Erikoisuus,"Vegaaneille soveltuva tuote",erikoisuus,Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Kastanjanruskea, erittäin täyteläinen, keskiasteisesti humaloitu, hedelmätorttuinen, toffeinen, luumuinen",pullo,kruunukorkki,14.0,,,27,,41.0,100.0,tilausvalikoima,6430075300530
941275,"Mallaskoski Medusa Rum Barrel Aged Spiced Barley Wine","Mallaskosken Panimo","0.75 l",25.27,33.69,,600,oluet,Erikoisuus,"Vegaaneille soveltuva tuote",erikoisuus,Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Mustanruskea, täyteläinen, keskiasteisesti humaloitu, tummasuklainen, mausteinen, pomeranssinen",pullo,"muu suljenta",11.9,,,27,,23.0,100.0,tilausvalikoima,6430075302053
902322,"Mallaskoski Medusa Rum Barrel Aged Spiced Barley Wine","Mallaskosken Panimo","0.33 l",6.68,19.94,,600,oluet,Erikoisuus,"Vegaaneille soveltuva tuote",erikoisuus,Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Mustanruskea, täyteläinen, keskiasteisesti humaloitu, tummasuklainen, pomeranssinen, mausteinen",pullo,kruunukorkki,11.9,,,27,,23.0,100.0,tilausvalikoima,6430075302046
933821,"Mallaskoski Nemesis Cognac Barrel Aged Imperial Rye","Mallaskosken Panimo","0.75 l",25.27,33.69,,600,oluet,"Stout & Porter","Vegaaneille soveltuva tuote","stout & porter",Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Musta, erittäin täyteläinen, keskiasteisesti humaloitu, aromikas, mausteinen, mämminen",pullo,"muu suljenta",12.8,,,28,,36.0,100.0,tilausvalikoima,6430024998177
953032,"Mallaskoski Nemesis Cognac Barrel Aged Imperial Rye","Mallaskosken Panimo","0.33 l",6.78,20.24,,600,oluet,"Stout & Porter","Vegaaneille soveltuva tuote","stout & porter",Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Musta, erittäin täyteläinen, keskiasteisesti humaloitu, aromikas, mausteinen, mämminen",pullo,kruunukorkki,12.8,,,28,,36.0,100.0,tilausvalikoima,6430024996494
959251,"Mallaskoski Oidipus Bourbon Barrel Aged Imperial Rye Stout","Mallaskosken panimo","0.33 l",6.77,20.21,,600,oluet,"Stout & Porter","Vegaaneille soveltuva tuote","stout & porter",Suomi,,,,"Sisältää sakkaa. Vegaaneille soveltuva tuote",,"Mustanruskea, erittäin täyteläinen, keskiasteisesti humaloitu, samea, maltainen, mausteinen, ruisleipäinen",pullo,kruunukorkki,13.4,,,29,,24.0,110.0,tilausvalikoima,6430075300554
951332,"Mallaskoski Old School IPA tölkki","Mallaskosken Panimo","0.44 l",3.99,8.73,,600,oluet,,"Vegaaneille soveltuva tuote",ipa,Suomi,,,,"Saattaa sisältää sakkaa. Gluteeniton. Vegaaneille soveltuva tuote",,"Kuparinkeltainen, täyteläinen, voimakkaasti humaloitu, sitruksinen, maltainen, aromikas",tölkki,metallipakkaus,5.2,,,12,,45.0,50.0,tilausvalikoima,6430075303104
930835,"Mallaskoski Orion Kyrö Barrel Aged Imperial Stout","Mallaskosken Panimo","0.33 l",6.66,20.18,,600,oluet,"Stout & Porter","Vegaaneille soveltuva tuote","stout & porter",Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Musta, erittäin täyteläinen, miedosti humaloitu, savuinen, suklainen, pähkinäinen",pullo,kruunukorkki,11.0,,,24,,20.0,90.0,tilausvalikoima,6430075303654
932836,"Mallaskoski Pinterial Stout Please","Mallaskosken Panimo","0.33 l",6.07,18.39,,600,oluet,"Stout & Porter",,"stout & porter",Suomi,,,,"Saattaa sisältää sakkaa",,"Kahvinruskea, erittäin täyteläinen, keskiasteisesti humaloitu, aromikas, kahvinen, suklainen",pullo,kruunukorkki,9.0,,,25,,51.0,90.0,tilausvalikoima,6430075303296
953972,"Mallaskoski Pinterial Stout Please Sherry Barrel Aged","Mallaskosken Panimo","0.33 l",7.06,21.39,,600,oluet,"Stout & Porter","Vegaaneille soveltuva tuote","stout & porter",Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Kahvinruskea, erittäin täyteläinen, keskiasteisesti humaloitu, espressomainen, kahvinen, suklainen",pullo,kruunukorkki,11.0,,,24,,20.0,90.0,tilausvalikoima,6430075303647
904901,"Mallaskoski Please Hold Session Pale Ale tölkki","Mallaskosken Panimo","0.44 l",3.55,7.73,,600,oluet,,,ipa,Suomi,,,,"Saattaa sisältää sakkaa. Matala-alkoholinen",,"Kullankeltainen, keskitäyteläinen, keskiasteisesti humaloitu, aromikas, maltainen, havuinen",tölkki,metallipakkaus,3.4,,,8,,26.0,30.0,tilausvalikoima,6430075303111
767305,"Mallaskoski Premium Pils tölkki","Mallaskosken Panimo","0.44 l",3.49,7.59,,600,oluet,Pils,"Vegaaneille soveltuva tuote",pils,Suomi,,,,"Gluteeniton. Vegaaneille soveltuva tuote",,"Kullankeltainen, täyteläinen, voimakkaasti humaloitu, mallasleipäinen, kypsän sitruksinen, ruohoinen, hennon toffeinen",tölkki,metallipakkaus,5.0,,,11,,38.0,40.0,erikoiserä,6430075303173
787825,"Mallaskoski Riverside Lager tölkki","Mallaskosken Panimo","0.44 l",3.49,7.59,uutuus,600,oluet,Lager,"Vegaaneille soveltuva tuote",lager,Suomi,,,,"Vegaaneille soveltuva tuote",,"Kullankeltainen, keskitäyteläinen, keskiasteisesti humaloitu, mallaskeksinen, viljainen, yrttinen, raikas",tölkki,metallipakkaus,5.0,,,12,,25.0,50.0,vakiovalikoima,6430075303890
901753,"Mallaskoski Routa Saaristo Gose","Mallaskosken Panimo","0.33 l",3.89,11.79,,600,oluet,Erikoisuus,"Vegaaneille soveltuva tuote",erikoisuus,Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Kullankeltainen, keskitäyteläinen, miedosti humaloitu, sitruksinen, viljainen, aromikas",pullo,kruunukorkki,4.5,,,10,,7.0,40.0,tilausvalikoima,6430075303906
702895,"Mallaskoski Sommerhopfen Kold IPA tölkki","Mallaskosken Panimo","0.44 l",3.69,8.05,,600,oluet,,"Vegaaneille soveltuva tuote",ipa,Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Kullankeltainen, keskitäyteläinen, voimakkaasti humaloitu, samea, keksinen, greippinen, mangoinen, kevyen havuinen",tölkki,metallipakkaus,6.4,,,14,,48.0,60.0,kausituote,6430075303586
951032,"Mallaskoski Tart Imperial Cranberry Gose","Mallaskosken Panimo","0.33 l",4.99,15.12,,600,oluet,Erikoisuus,"Vegaaneille soveltuva tuote",erikoisuus,Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Punainen, erittäin täyteläinen, miedosti humaloitu, aromikas, hapankirsikkainen, kaurahiutaleinen",pullo,kruunukorkki,8.0,,,19,,13.0,70.0,tilausvalikoima,6430075302961
770754,"Mallaskoski Tripel De Festivale","Mallaskosken Panimo","0.33 l",4.88,14.48,uutuus,600,oluet,Ale,"Vegaaneille soveltuva tuote",ale,Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Kuparinkeltainen, täyteläinen, keskiasteisesti humaloitu, maltainen, kuivahedelmäinen, kypsän greippinen, kukkainen",pullo,kruunukorkki,9.0,,,17,,34.0,70.0,kausituote,6430075303838
777845,"Mallaskoski Tropical Hopstorm Juicy IPA tölkki","Mallaskosken Panimo","0.44 l",4.89,10.77,,600,oluet,,"Vegaaneille soveltuva tuote",ipa,Suomi,,,,"Sisältää sakkaa. Vegaaneille soveltuva tuote",,"Oljenkeltainen, täyteläinen, voimakkaasti humaloitu, samea, keksinen, trooppisen hedelmäinen, ananaksinen, greippinen, ruohoinen",tölkki,metallipakkaus,6.5,,,15,,40.0,60.0,erikoiserä,6430075303074
903774,"Mallaskuun Extra Special Bitter","Mallaskuun Panimo","0.33 l",4.79,14.21,,600,oluet,Ale,,ale,Suomi,,,,,,"Kullanruskea, keskitäyteläinen, voimakkaasti humaloitu, aromikas, hunajamaltainen",pullo,kruunukorkki,5.2,,,11,,54.0,40.0,tilausvalikoima,6430061570121
957285,"Mallassepät Autumn Bock tölkki","Mallassepät Oy","0.33 l",4.74,14.36,,600,oluet,"Vahva lager","Vegaaneille soveltuva tuote","vahva lager",Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Kuparinpunainen, keskitäyteläinen, miedosti humaloitu, maltainen",tölkki,metallipakkaus,6.8,,,15,,28.0,60.0,tilausvalikoima,6430072024446
916994,"Mallassepät Baltic Porter tölkki",Mallassepät,"0.33 l",4.95,15.0,,600,oluet,"Stout & Porter","Vegaaneille soveltuva tuote","stout & porter",Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Tummanruskea, keskitäyteläinen, miedosti humaloitu, mallasleipäinen, paahteinen, tummasuklainen",tölkki,metallipakkaus,6.5,,,17,,31.0,60.0,tilausvalikoima,6430072023371
937245,"Mallassepät Chocolate Porter tölkki",Mallassepät,"0.33 l",4.99,15.12,,600,oluet,"Stout & Porter","Vegaaneille soveltuva tuote","stout & porter",Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Tummanruskea, erittäin täyteläinen, keskiasteisesti humaloitu, suklainen, tummasuklainen, suklaamaltainen",tölkki,metallipakkaus,6.2,,,18,,26.0,70.0,tilausvalikoima,6430072025221
901844,"Mallassepät Citra Mosaic NEIPA tölkki",Mallassepät,"0.33 l",4.99,15.12,,600,oluet,,"Vegaaneille soveltuva tuote",ipa,Suomi,,,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote",,"Viljankeltainen, keskitäyteläinen, voimakkaasti humaloitu, samea, havuinen, hedelmäinen, sitruksinen",tölkki,metallipakkaus,6.2,,,14,,99.0,50.0,tilausvalikoima,6430072022879
