Numero,Nimi,Valmistaja,Pullokoko,Hinta,Litrahinta,Uutuus,Hinnastojärjestyskoodi,Tyyppi,Alatyyppi,Erityisryhmä,Oluttyyppi,Valmistusmaa,Alue,Vuosikerta,Etikettimerkintöjä,Huomautus,Rypäleet,Luonnehdinta,Pakkaustyyppi,Suljentatyyppi,Alkoholi-%,"Hapot g/l","Sokeri g/l",Kantavierrep-%,"Väri EBC","Katkerot EBU","Energia kcal/100 ml",Valikoima,EAN
906458,"Fair & Square Red 2023 kartonkitölkki","La Riojana","1 l",11.29,11.29,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,"La Rioja",2023,"Famatina Valley","Vegaaneille soveltuva tuote","Syrah, ","Sinipunainen, täyteläinen, keskitanniininen, boysenmarjainen, mustaherukkainen, tumman kirsikkainen, kevyen vaniljainen, hennon toffeinen",kartonkitölkki,muovisuljin,13.0,5.2,4,,,,80.0,vakiovalikoima,7350084980013
440567,"Alamos Malbec Organic 2023",Alamos,"0.75 l",12.78,16.91,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2023,Mendoza,"Vegaaneille soveltuva tuote","Malbec, ","Tummanpunainen, täyteläinen, keskitanniininen, luumuinen, mustikkainen, karhunvatukkainen, kevyen kukkainen",pullo,"metallinen kierrekapseli",13.5,5.2,2,,,,80.0,vakiovalikoima,7794450004871
939055,"Altos Las Hormigas Clásico Malbec 2021","Altos Las Hormigas","0.75 l",20.98,27.97,,110,punaviinit,"Mehevä & Hilloinen","Ympäristövastuullinen pakkaus",,Argentiina,Mendoza,2021,Mendoza,"Saattaa sisältää sakkaa","Malbec, ","Tummanpunainen, täyteläinen, keskitanniininen, luumuinen, karhunvatukkainen, aroniamarjainen",pullo,luonnonkorkki,13.5,5.5,3,,,,80.0,tilausvalikoima,7798051950032
945913,"Altos Las Hormigas Terroir Malbec 2018","Altos Las Hormigas","0.75 l",23.98,31.97,,110,punaviinit,"Vivahteikas & Kehittynyt",,,Argentiina,Mendoza,2018,"Uco Valley, Mendoza","Saattaa sisältää sakkaa","Malbec, ","Tummanpunainen, täyteläinen, keskitanniininen, luumuinen, mausteinen, nahkainen",pullo,luonnonkorkki,13.5,5.5,2,,,,80.0,tilausvalikoima,7798051950025
941387,"Argento Reserva Cabernet Franc 2014","Bodega Argento","0.75 l",14.99,19.99,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2014,Mendoza,,"Cabernet Franc, ","Runsaanpunainen, täyteläinen, keskitanniininen, mustaherukkainen, vadelmainen, pippurinen",pullo,luonnonkorkki,14.0,5.1,4,,,,80.0,tilausvalikoima,7798130462425
924067,"Beefsteak Club Malbec 2022","E. I. Wines","0.75 l",14.99,19.85,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2022,,"Vegaaneille soveltuva tuote","Malbec, ","Runsaanpunainen, keskitäyteläinen, keskitanniininen, tumman kirsikkainen, mausteinen",pullo,"metallinen kierrekapseli",13.5,5.2,3,,,,80.0,tilausvalikoima,5011932012325
903027,"Beefsteak Club Reserve Malbec 2020","Andean Vineyards","0.75 l",28.48,37.97,,110,punaviinit,"Vivahteikas & Kehittynyt",,,Argentiina,Mendoza,2020,"Uco Valley",,"Malbec, ","Rubiininpunainen, täyteläinen, keskitanniininen, tumman kirsikkainen, mausteinen, vaniljainen",pullo,luonnonkorkki,14.5,5.1,3,,,,80.0,tilausvalikoima,5011932012431
956585,"Beefsteak Club The Mini Malbec 2022","E I Wines","0.187 l",4.29,22.94,,110,punaviinit,"Mehevä & Hilloinen","Vegaaneille soveltuva tuote",,Argentiina,Mendoza,2022,Mendoza,"Vegaaneille soveltuva tuote","Malbec, ","Runsaanpunainen, keskitäyteläinen, keskitanniininen, mustaherukkainen, karpaloinen, kevyen karhunvatukkainen, hennon mustapippurinen",pullo,"metallinen kierrekapseli",13.5,4.9,0,,,,80.0,vakiovalikoima,5011932012547
446837,"BenMarco Malbec 2020","Dominio del Plata","0.75 l",24.89,33.05,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2020,"Valle de Uco","Vegaaneille soveltuva tuote","Malbec, ","Runsaanpunainen, täyteläinen, tanniininen, herukkainen, karhunvatukkainen, kirsikkainen, pippurinen, kaakaoinen",pullo,luonnonkorkki,14.5,5.6,0,,,,80.0,vakiovalikoima,7798068480539
004551,"Caballo de Mendoza",Altia,"0.75 l",9.59,12.65,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,,Mendoza,,"Cabernet, Sangiovese, Malbec, ","Punainen, täyteläinen, keskitanniininen, tumman kirsikkainen, karpaloinen, luumuinen, yrttinen, mausteinen",pullo,"metallinen kierrekapseli",14.0,5.3,0,,,,80.0,vakiovalikoima,6412700455150
487307,"Cameleon Organic Cabernet Sauvignon 2022","Domaine Bousquet","0.75 l",13.99,18.52,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2022,Tupungato,"Vegaaneille soveltuva tuote","Cabernet Sauvignon, ","Runsaanpunainen, keskitäyteläinen, keskitanniininen, mustaherukkainen, hapankirsikkainen, karhunvatukkainen, yrttinen, paahteinen",pullo,"metallinen kierrekapseli",14.0,5.1,0,,,,80.0,vakiovalikoima,7798101650585
411547,"Carrascal Cabernet Sauvignon Malbec Organic 2021","Bodega Y Cavas de Weinert","0.75 l",13.78,18.24,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Mendoza,2021,Mendoza,"Vegaaneille soveltuva tuote","Cabernet Sauvignon, Malbec, ","Tummanpunainen, täyteläinen, tanniininen, karhunvatukkainen, tumman kirsikkainen, mustaherukkainen, lakritsinen, mausteinen, kevyen tamminen",pullo,"metallinen kierrekapseli",14.0,5.2,4,,,,80.0,vakiovalikoima,7790417902495
499467,"Carrascal Syrah 2019","Bodega Y Cavas Weinert","0.75 l",10.98,14.51,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2019,Mendoza,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Syrah, ","Runsaanpunainen, täyteläinen, keskitanniininen, boysenmarjainen, luumuinen, kaakaoinen, kevyen neilikkainen, tamminen",pullo,luonnonkorkki,13.5,5.4,0,,,,80.0,vakiovalikoima,7790417902624
930018,"Catena Alta Cabernet Sauvignon 2019","Catena Zapata","0.75 l",43.59,57.99,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2019,Mendoza,,"Cabernet Sauvignon, ","Rubiininpunainen, täyteläinen, tanniininen, boysenmarjainen, eukalyptuksinen, mustaherukkainen",pullo,luonnonkorkki,13.5,4.9,4,,,,80.0,tilausvalikoima,7794450008220
906487,"Catena Malbec 2022","Catena Zapata","0.75 l",19.98,26.64,,110,punaviinit,"Roteva & Voimakas","kestävän kehityksen sertifiointi",,Argentiina,Mendoza,2022,Mendoza,,"Malbec, ","Runsaanpunainen, täyteläinen, tanniininen, mokkainen, mausteinen, marjainen",pullo,luonnonkorkki,13.5,5.3,2,,,,80.0,tilausvalikoima,7794450008053
480037,"Chakana Nuna Vineyard Cabernet Franc 2019",Proviva,"0.75 l",16.99,22.52,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2019,"Luján de Cuyo","Vegaaneille soveltuva tuote","Cabernet Franc, ","Runsaanpunainen, täyteläinen, tanniininen, tumman kirsikkainen, kypsän karhunvatukkainen, herukkainen, mustapippurinen, kaakaoinen, kevyen tamminen",pullo,luonnonkorkki,13.5,5.1,3,,,,80.0,vakiovalikoima,7798108621151
410098,"Chill Out Malbec Organic Argentina 2023 muovipullo",Altia,"1 l",14.98,14.58,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2023,Mendoza,"Vegaaneille soveltuva tuote","Malbec, ","Tummanpunainen, täyteläinen, keskitanniininen, tumman kirsikkainen, karhunvatukkainen, luumuinen, kevyen mausteinen",muovipullo,muovisuljin,13.0,4.6,,,,,70.0,vakiovalikoima,6412703011599
450517,"Domaine Bousquet Reserve Organic Malbec 2022","Domaine Bousquet","0.75 l",17.99,23.85,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2022,Tupungato,"Vegaaneille soveltuva tuote","Malbec, ","Runsaanpunainen, täyteläinen, tanniininen, karhunvatukkainen, hapankirsikkainen, kuivatun karpaloinen, kevyen mustapippurinen, tamminen",pullo,luonnonkorkki,14.5,4.9,0,,,,80.0,vakiovalikoima,7798101650431
466657,"Domaine Bousquet Virgen Organic Malbec 2022","Domaine Bousquet","0.75 l",15.98,21.17,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2022,"Tupungato Valley","Vegaaneille soveltuva tuote. Ei lisättyä sulfiittia","Malbec, ","Sinipunainen, täyteläinen, tanniininen, tumman kirsikkainen, herukkainen, kevyen karpaloinen, mausteinen",pullo,"metallinen kierrekapseli",14.0,5.3,0,,,,80.0,vakiovalikoima,7798101653722
955287,"Elsa Bianchi Malbec 2018","Valentin Bianchi","0.75 l",12.02,15.89,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2018,Mendoza,,"Malbec, ","Runsaanpunainen, keskitäyteläinen, keskitanniininen, marjainen, mausteinen, aromikas",pullo,"metallinen kierrekapseli",13.5,5.4,3,,,,80.0,tilausvalikoima,7790703165443
901277,"Emma Zuccardi Bonarda 2020","Familia Zuccardi","0.75 l",33.98,45.31,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2020,Mendoza,"Saattaa sisältää sakkaa","Bonarda, ","Purppuranpunainen, täyteläinen, tanniininen, aromikas, mausteinen, kirsikkainen",pullo,luonnonkorkki,13.5,5.7,2,,,,80.0,tilausvalikoima,7791728001730
456707,"Famiglia Bianchi Malbec 2022","Valentin Bianchi","0.75 l",14.44,19.12,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2022,"San Rafael",,"Malbec, ","Tummanpunainen, täyteläinen, keskitanniininen, karhunvatukkainen, karpaloinen, herukkainen, kirsikkainen, luumuinen, kevyen kahvinen",pullo,luonnonkorkki,14.5,5.3,0,,,,80.0,vakiovalikoima,7790703167645
453037,"Finca Monteflores Cabernet Franc 2022","La Casa Del Ray","0.75 l",14.59,19.32,,110,punaviinit,"Mehevä & Hilloinen","Ympäristövastuullinen pakkaus",,Argentiina,Mendoza,2022,Mendoza,"Saattaa sisältää sakkaa","Cabernet Franc, ","Tummanpunainen, täyteläinen, tanniininen, herukkainen, boysenmarjainen, tumman kirsikkainen, hennon metsämansikkainen, mausteinen",pullo,"muu suljenta",14.0,4.9,2,,,,80.0,vakiovalikoima,7798057484081
902403,"Flechas de Los Andes Aguaribay 2020","Flechas de Los Andes","0.75 l",23.28,31.04,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Mendoza,2020,,"Saattaa sisältää sakkaa","Malbec, ","Tummanpunainen, täyteläinen, tanniininen, mausteinen, karhunvatukkahilloinen",pullo,luonnonkorkki,14.0,5.4,6,,,,80.0,tilausvalikoima,7798128520106
930156,"Flechas de Los Andes Gran Corte 2019","Flechas de Los Andes","0.75 l",44.71,59.61,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Mendoza,2019,,"Saattaa sisältää sakkaa","Cabernet Franc, Malbec, Nascetta, Shiraz, ","Tummanpunainen, täyteläinen, tanniininen, mausteinen",pullo,luonnonkorkki,14.5,5.3,0,,,,80.0,tilausvalikoima,7798128520045
458667,"Fuzion The Coffee Shop Red Blend 2022","La Agricola","0.75 l",12.68,16.77,,110,punaviinit,"Mehevä & Hilloinen","Vegaaneille soveltuva tuote",,Argentiina,Mendoza,2022,Mendoza,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Bonarda, Malbec, ","Tummanpunainen, täyteläinen, keskitanniininen, karhunvatukkainen, mustikkainen, tumman kirsikkainen, hennon maustepippurinen",pullo,"metallinen kierrekapseli",14.5,5.1,6,,,,80.0,vakiovalikoima,7791728010299
950851,"Graffigna Centenario Malbec 2021","VSPT Argentina Wine Group","0.75 l",13.68,18.11,,110,punaviinit,"Mehevä & Hilloinen","Ympäristövastuullinen pakkaus",,Argentiina,Mendoza,2021,,,"Malbec, ","Rubiininpunainen, täyteläinen, keskitanniininen, luumuinen, mausteinen, tumman kirsikkainen",pullo,"synteettinen korkki",13.5,5.4,3,,,,80.0,tilausvalikoima,7790168000570
927447,"Kaiken Cabernet Sauvignon 2021",Kaiken,"0.75 l",13.51,17.88,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2021,Mendoza,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Cabernet Sauvignon, ","Tummanpunainen, täyteläinen, tanniininen, mausteinen, yrttinen, tamminen",pullo,"metallinen kierrekapseli",14.0,5.0,3,,,,80.0,tilausvalikoima,7804303555006
480007,"Kaiken Estate Malbec 2022",Kaiken,"0.75 l",12.99,17.19,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2022,Mendoza,"Vegaaneille soveltuva tuote","Malbec, ","Runsaanpunainen, täyteläinen, keskitanniininen, tumman kirsikkainen, karhunvatukkainen, mustaherukkainen, hennon minttuinen, kevyen tamminen",pullo,"metallinen kierrekapseli",14.0,5.2,0,,,,80.0,vakiovalikoima,7804303555013
421677,"Kaiken Obertura Cabernet Franc 2018",Kaiken,"0.75 l",46.00,61.33,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2018,Mendoza,"Vegaaneille soveltuva tuote. Myydään lahjapakkauksessa","Cabernet Franc, ","Runsaanpunainen, täyteläinen, tanniininen, mustaherukkainen, kypsän karpaloinen, kevyen luumuinen, hennon suklainen, mausteinen, tamminen",pullo,luonnonkorkki,14.5,5.4,3,,,,80.0,erikoiserä,7804303000803
935847,"Kaiken Ultra Malbec 2021",Kaiken,"0.75 l",20.99,27.85,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Mendoza,2021,Mendoza,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Malbec, ","Runsaanpunainen, täyteläinen, tanniininen, mustaherukkainen, kirsikkahilloinen, mustikkainen, karpaloinen, tamminen",pullo,luonnonkorkki,14.5,5.4,0,,,,80.0,vakiovalikoima,7804303555037
495047,"La Mascota Dark Bat Syrah 2020","La Mascota","0.75 l",9.79,12.92,,110,punaviinit,"Mehevä & Hilloinen","Ympäristövastuullinen pakkaus",,Argentiina,Mendoza,2020,Mendoza,,"Syrah, ","Tummanpunainen, täyteläinen, keskitanniininen, herukkainen, boysenmarjainen, tumman luumuinen, kevyen kaakaoinen, mausteinen",pullo,"metallinen kierrekapseli",13.5,5.1,2,,,,80.0,vakiovalikoima,7790762054092
411697,"Lamadrid Single Vineyard Malbec 2022",Lamadrid,"0.75 l",19.73,26.17,uutuus,110,punaviinit,"Roteva & Voimakas","Vegaaneille soveltuva tuote",,Argentiina,Mendoza,2022,Agrelo,"Vegaaneille soveltuva tuote",,"Tummanpunainen, täyteläinen, tanniininen, tumman kirsikkainen, herukkainen, boysenmarjainen, mausteinen, kevyen tamminen",pullo,luonnonkorkki,14.0,4.7,0,,,,80.0,vakiovalikoima,7798136150449
481297,"Lorca Poético Cabernet Franc 2017","Bodega Foster Lorca","0.75 l",20.42,27.09,,110,punaviinit,"Mehevä & Hilloinen","Vegaaneille soveltuva tuote",,Argentiina,Mendoza,2017,"Uco Valley","Vegaaneille soveltuva tuote","Cabernet Franc, ","Tummanpunainen, täyteläinen, tanniininen, hapankirsikkainen, boysenmarjainen, luumuinen, hennon tummasuklainen, mausteinen, tamminen",pullo,luonnonkorkki,14.5,5.2,2,,,,80.0,vakiovalikoima,7798103160860
460107,"Luigi Bosca Cabernet Franc 2015","Bodega Luigi Bosca","0.75 l",23.91,31.75,,110,punaviinit,"Vivahteikas & Kehittynyt",,,Argentiina,Mendoza,2015,"Luján de Cuyo","Saattaa sisältää sakkaa","Cabernet Franc, ","Tummanpunainen, täyteläinen, tanniininen, hapankirsikkainen, viikunainen, karpaloinen, herukkainen, yrttinen, tamminen",pullo,luonnonkorkki,14.0,5.8,,,,,80.0,vakiovalikoima,7791203001521
430377,"Luigi Bosca Cabernet Sauvignon 2021","Luigi Bosca","0.75 l",19.98,26.51,,110,punaviinit,"Vivahteikas & Kehittynyt",,,Argentiina,Mendoza,2021,Mendoza,"Saattaa sisältää sakkaa","Cabernet Sauvignon, ","Tiilenpunainen, täyteläinen, tanniininen, kypsän karpaloinen, hapankirsikkainen, kevyen viikunainen, hennon tallinen, tamminen",pullo,luonnonkorkki,14.0,5.3,0,,,,80.0,vakiovalikoima,7791203001248
466907,"Luigi Bosca De Sangre Malbec 2021","Bodega Luigi Bosca","0.75 l",23.91,31.75,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2021,"DOC Luján de Cuyo","Saattaa sisältää sakkaa","Malbec, ","Runsaanpunainen, täyteläinen, keskitanniininen, karhunvatukkainen, herukkainen, tumman kirsikkainen, mausteinen, kevyen tamminen",pullo,luonnonkorkki,14.5,5.2,0,,,,80.0,vakiovalikoima,7791203000142
910867,"Masi Tupungato Passo Doble 2021","Masi Tupungato","0.75 l",17.49,23.19,,110,punaviinit,"Mehevä & Hilloinen",Luomu,,Argentiina,Mendoza,2021,"Valle de Uco",,"Corvina, Malbec, ","Tummanpunainen, täyteläinen, keskitanniininen, marjainen, mausteinen",pullo,"metallinen kierrekapseli",14.0,5.5,2,,,,80.0,tilausvalikoima,8002062001607
935515,"Mendel Cabernet Franc 2020","Mendel Wines","0.75 l",29.99,39.99,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Mendoza,2020,"Valle de Uco","Saattaa sisältää sakkaa","Cabernet Franc, ","Tummanpunainen, täyteläinen, tanniininen, pippurinen, vadelmainen, kirsikkainen",pullo,luonnonkorkki,14.5,5.9,2,,,,80.0,tilausvalikoima,7798125630907
491857,"Mendel Finca Remota Malbec 2020","Mendel Wines","0.75 l",83.00,110.67,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Mendoza,2020,"Valle de Uco","Saattaa sisältää sakkaa","Malbec, ","Tummanpunainen, täyteläinen, tanniininen, boysenmarjainen, kypsän karpaloinen, luumuinen, vadelmainen, tummasuklainen, kevyen orvokkinen, mausteinen, tamminen, pitkä",pullo,luonnonkorkki,14.5,4.9,3,,,,80.0,erikoiserä,7798125631812
437697,"Mendel Finca los Andes Malbec 2020","Mendel Wines","0.75 l",109.00,145.33,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2020,"DOC Luján de Cuyo","Saattaa sisältää sakkaa","Malbec, ","Tummanpunainen, täyteläinen, tanniininen, kypsän karpaloinen, luumuinen, vadelmainen, kevyen nahkainen, hennon lyijykynäinen, valkopippurinen, tamminen",pullo,luonnonkorkki,14.5,5.1,4,,,,80.0,erikoiserä,7798125632840
493987,"Mendel Unus 2020","Mendel Wines","0.75 l",46.89,62.52,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2020,Mendoza,"Saattaa sisältää sakkaa","Malbec, Cabernet Sauvignon, Petit Verdot, ","Tummanpunainen, täyteläinen, tanniininen, kypsän kirsikkainen, karpaloinen, vadelmainen, mustikkainen, kevyen lakritsinen, mausteinen, tamminen",pullo,luonnonkorkki,14.5,5.5,2,,,,80.0,erikoiserä,7798125632956
939907,"Milamore 2019",Renacer,"0.75 l",24.99,33.19,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2019,Mendoza,,"Bonarda, Cabernet Franc, Cabernet Sauvignon, Malbec, ","Sinipunainen, täyteläinen, keskitanniininen, tumman kirsikkainen, mansikkainen, mustaherukkainen, luumuhilloinen, mausteinen",pullo,luonnonkorkki,13.5,5.2,8,,,,80.0,vakiovalikoima,0098709085640
907964,"Norton Altura Malbec 2022","Bodega Norton","0.75 l",18.98,25.17,uutuus,110,punaviinit,"Roteva & Voimakas","Vegaaneille soveltuva tuote",,Argentiina,Mendoza,2022,"Valle De Uco","Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Malbec, ","Runsaanpunainen, täyteläinen, tanniininen, vadelmainen, boysenmarjainen, setrinen",pullo,luonnonkorkki,14.5,6.2,3,,,,80.0,tilausvalikoima,7792319969552
445147,"Norton Barrel Select Cabernet Sauvignon 2023","Bodega Norton","0.75 l",12.99,17.19,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2023,Mendoza,"Vegaaneille soveltuva tuote. Myydään lahjapakkauksessa","Cabernet Sauvignon, ","Tummanpunainen, täyteläinen, keskitanniininen, mustaherukkainen, tumman kirsikkainen, kevyen vadelmainen, mausteinen, hennon salmiakkinen",pullo,"metallinen kierrekapseli",14.0,5.2,0,,,,80.0,vakiovalikoima,7792319970978
464277,"Norton Barrel Select Malbec 2023","Bodega Norton","0.75 l",12.49,16.52,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2023,Mendoza,"Vegaaneille soveltuva tuote","Malbec, ","Sinipunainen, täyteläinen, keskitanniininen, tumman kirsikkainen, herukkainen, karhunvatukkainen, mausteinen, kevyen tamminen",pullo,"metallinen kierrekapseli",14.0,5.0,0,,,,80.0,vakiovalikoima,7792319677792
444218,"Norton Colección de los Andes Cabernet Sauvignon Malbec 2023 kartonkitölkki","Bodega Norton","1 l",12.99,12.99,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2023,Mendoza,"Vegaaneille soveltuva tuote","Cabernet Sauvignon, Malbec, ","Runsaanpunainen, täyteläinen, keskitanniininen, mustaherukkainen, kirsikkainen, mustikkainen, kaakaopapuinen, mausteinen",kartonkitölkki,muovisuljin,13.5,4.9,2,,,,80.0,vakiovalikoima,7792319972156
908195,"Norton King Malbec 2021","Bodega Norton","0.75 l",13.99,18.52,,110,punaviinit,"Mehevä & Hilloinen","Vegaaneille soveltuva tuote",,Argentiina,Mendoza,2021,Mendoza,"Vegaaneille soveltuva tuote","Malbec, ","Tummanpunainen, täyteläinen, keskitanniininen, mausteinen, karhunvatukkainen, mustaherukkainen",pullo,"metallinen kierrekapseli",13.5,5.5,2,,,,80.0,tilausvalikoima,7792319003768
935544,"Norton Lote Negro 2021",Norton,"0.75 l",25.99,34.65,,110,punaviinit,"Roteva & Voimakas","Vegaaneille soveltuva tuote",,Argentiina,Mendoza,2021,"Valle de Uco","Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Cabernet Franc, Malbec, ","Rubiininpunainen, täyteläinen, tanniininen, karhunvatukkainen, mausteinen, vadelmainen",pullo,luonnonkorkki,15.0,6.5,2,,,,80.0,tilausvalikoima,7792319003904
432417,"Norton Privada 2022","Bodega Norton","0.75 l",17.99,23.85,,110,punaviinit,"Mehevä & Hilloinen","Vegaaneille soveltuva tuote",,Argentiina,Mendoza,2022,Mendoza,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote. Myydään lahjapakkauksessa","Malbec, Cabernet Sauvignon, Merlot, ","Tummanpunainen, täyteläinen, tanniininen, boysenmarjainen, tumman kirsikkainen, mustaherukkainen, kevyen vaniljainen, hennon mustapippurinen",pullo,luonnonkorkki,14.5,5.6,0,,,,80.0,vakiovalikoima,7792319678027
902485,"Poligonos San Pablo Cabernet Franc 2019","Familia Zuccardi","0.75 l",23.98,31.97,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2019,"Uco Valley, Mendoza","Saattaa sisältää sakkaa","Cabernet Franc, ","Tummanpunainen, täyteläinen, keskitanniininen, karpaloinen, tumman kirsikkainen, yrttinen",pullo,luonnonkorkki,14.0,5.9,2,,,,80.0,tilausvalikoima,7791728010978
488317,"Punto Final Syrah Merlot 2021",Renacer,"0.75 l",14.98,19.84,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Mendoza,2021,Mendoza,"Vegaaneille soveltuva tuote","Merlot, Syrah, ","Tummanpunainen, täyteläinen, tanniininen, tumman kirsikkainen, herukkainen, karhunvatukkainen, kevyen lakritsinen, mausteinen, tamminen",pullo,luonnonkorkki,13.5,4.1,0,,,,80.0,vakiovalikoima,7798127728817
915664,"Renacer Milamore 2019","Bodega Renacer","0.375 l",14.88,39.41,,110,punaviinit,"Mehevä & Hilloinen","Vegaaneille soveltuva tuote",,Argentiina,Mendoza,2019,Mendoza,"Vegaaneille soveltuva tuote","Bonarda, Cabernet Franc, Cabernet Sauvignon, Malbec, ","Punainen, täyteläinen, keskitanniininen, karhunvatukkainen, luumuinen, mustikkahilloinen, kevyen neilikkainen",pullo,luonnonkorkki,14.0,5.2,7,,,,80.0,vakiovalikoima,7798127727797
414647,"Ruca Malen Kinien Cabernet Sauvignon 2012","Ruca Malen","0.75 l",27.59,36.65,,110,punaviinit,"Vivahteikas & Kehittynyt",,,Argentiina,Mendoza,2012,Mendoza,"Saattaa sisältää sakkaa","Cabernet Sauvignon, ","Tummanpunainen, erittäin täyteläinen, tanniininen, mustaherukkainen, boysenmarjahilloinen, tumman kirsikkainen, kaakaoinen, kevyen setrinen, tamminen, runsas, pitkä",pullo,luonnonkorkki,14.1,5.6,2,,,,80.0,tilausvalikoima,7798090851901
905161,"Santa Julia El Burro Natural Malbec 2022","Familia Zuccardi","0.75 l",18.98,25.31,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2022,Mendoza,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote. Alkuviini","Malbec, ","Tummanpunainen, täyteläinen, keskitanniininen, kirsikkainen, luumuinen, herukkainen",pullo,luonnonkorkki,13.5,5.4,2,,,,80.0,tilausvalikoima,7791728237290
497057,"Santa Julia Innovacion Malbec 2022","Familia Zuccardi","0.75 l",10.98,14.51,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Mendoza,2022,Mendoza,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Malbec, ","Tummanpunainen, täyteläinen, tanniininen, tumman kirsikkainen, boysenmarjainen, mustaherukkainen, mausteinen, kevyen tamminen",pullo,"metallinen kierrekapseli",14.0,5.3,1,,,,80.0,vakiovalikoima,7791728243581
934332,"Santa Julia Organic Malbec 2022",Zuccardi,"0.75 l",13.48,17.97,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2022,Mendoza,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Malbec, ","Tummanpunainen, keskitäyteläinen, keskitanniininen, karhunvatukkainen, marjainen, mustaherukkainen",pullo,"metallinen kierrekapseli",13.0,4.9,1,,,,70.0,tilausvalikoima,7791728019155
485958,"Santa Julia Organic Malbec 2022 kartonkitölkki","Santa Julia","1 l",12.49,12.49,,110,punaviinit,"Mehevä & Hilloinen",Luomu,,Argentiina,Mendoza,2022,Mendoza,,"Malbec, ","Sinipunainen, keskitäyteläinen, keskitanniininen, boysenmarjainen, karpalohilloinen, kevyen paahteinen",kartonkitölkki,muovisuljin,12.5,5.3,2,,,,70.0,vakiovalikoima,7791728006148
453727,"Santa Julia Pinot Noir Flores Negras 2023","Santa Julia Winery","0.75 l",16.17,21.56,,110,punaviinit,"Marjaisa & Raikas","Ympäristövastuullinen pakkaus",,Argentiina,Mendoza,2023,"Uco Valley","Saattaa sisältää sakkaa","Pinot Noir, ","Punainen, keskitäyteläinen, keskitanniininen, kypsän punaherukkainen, vadelmainen, kirsikkainen, kevyen mausteinen",pullo,"metallinen kierrekapseli",13.5,5.5,3,,,,80.0,vakiovalikoima,7791728234626
